Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,0.034056,0.034056,0.034056,0.034356,0.034356,0
2005-01-04,0.034282,0.034282,0.034282,0.034318,0.034318,0
2005-01-05,0.034069,0.034069,0.034069,0.034352,0.034352,0
2005-01-06,0.034314,0.034314,0.034314,0.034329,0.034329,0
2005-01-07,0.034342,0.034342,0.034342,0.033937,0.033937,0
2005-01-10,0.035298,0.035298,0.035298,0.035298,0.035298,0
2005-01-11,0.035301,0.035301,0.035301,0.035301,0.035301,0
2005-01-12,0.035568,0.035568,0.035568,0.035568,0.035568,0
2005-01-13,0.035548,0.035548,0.035548,0.035548,0.035548,0
2005-01-14,0.035222,0.035222,0.035222,0.035568,0.035568,0
2005-01-17,0.035583,0.035583,0.035583,0.035568,0.035568,0
2005-01-18,0.035566,0.035566,0.035566,0.035566,0.035566,0
2005-01-19,0.035470,0.035470,0.035470,0.035580,0.035580,0
2005-01-20,0.035582,0.035582,0.035582,0.035582,0.035582,0
2005-01-21,0.035762,0.035762,0.035762,0.035762,0.035762,0
2005-01-24,0.035767,0.035767,0.035767,0.035767,0.035767,0
2005-01-25,0.035785,0.035785,0.035785,0.035785,0.035785,0
2005-01-26,0.035602,0.035602,0.035602,0.035803,0.035803,0
2005-01-27,0.035787,0.035787,0.035787,0.035787,0.035787,0
2005-01-28,0.035721,0.035790,0.035721,0.035790,0.035790,0
2005-01-31,0.035765,0.035765,0.035765,0.035788,0.035788,0
2005-02-01,0.035795,0.035795,0.035795,0.035795,0.035795,0
2005-02-02,0.035923,0.035923,0.035923,0.035800,0.035800,0
2005-02-03,0.035781,0.035781,0.035781,0.035781,0.035781,0
2005-02-04,0.035646,0.035646,0.035646,0.035820,0.035820,0
2005-02-07,0.035831,0.035831,0.035831,0.035831,0.035831,0
2005-02-08,0.035558,0.035558,0.035558,0.035847,0.035847,0
2005-02-09,0.035917,0.035917,0.035917,0.035815,0.035815,0
2005-02-10,0.035817,0.035817,0.035817,0.035817,0.035817,0
2005-02-11,0.035836,0.035836,0.035836,0.035836,0.035836,0
2005-02-14,0.035796,0.035796,0.035796,0.035796,0.035796,0
2005-02-15,0.035813,0.035813,0.035813,0.035813,0.035813,0
2005-02-16,0.035945,0.035945,0.035945,0.035464,0.035464,0
2005-02-17,0.035448,0.035448,0.035448,0.035448,0.035448,0
2005-02-18,0.035440,0.035440,0.035440,0.035554,0.035554,0
2005-02-21,0.035447,0.035447,0.035447,0.035447,0.035447,0
2005-02-22,0.035428,0.035428,0.035428,0.035428,0.035428,0
2005-02-23,0.035426,0.035426,0.035426,0.035426,0.035426,0
2005-02-24,0.035418,0.035418,0.035418,0.035393,0.035393,0
2005-02-25,0.035263,0.035263,0.035263,0.035403,0.035403,0
2005-02-28,0.035448,0.035448,0.035448,0.035448,0.035448,0
2005-03-01,0.035281,0.035281,0.035281,0.035448,0.035448,0
2005-03-02,0.035316,0.035316,0.035316,0.035316,0.035316,0
2005-03-03,0.035363,0.035363,0.035363,0.035333,0.035333,0
2005-03-04,0.035210,0.035210,0.035210,0.035323,0.035323,0
2005-03-07,0.035316,0.035316,0.035316,0.035316,0.035316,0
2005-03-08,0.035794,0.035794,0.035794,0.035794,0.035794,0
2005-03-09,0.035747,0.035747,0.035747,0.035747,0.035747,0
2005-03-10,0.035895,0.035895,0.035895,0.035792,0.035792,0
2005-03-11,0.035804,0.035804,0.035804,0.035785,0.035785,0
2005-03-14,0.035804,0.035804,0.035804,0.035814,0.035814,0
2005-03-15,0.036095,0.036095,0.036095,0.036095,0.036095,0
2005-03-16,0.036126,0.036126,0.036126,0.036126,0.036126,0
2005-03-17,0.036096,0.036096,0.035211,0.035211,0.035211,0
2005-03-18,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-03-21,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-03-22,0.035211,0.035211,0.035211,0.036134,0.036134,0
2005-03-23,0.035828,0.035828,0.035211,0.035211,0.035211,0
2005-03-24,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-03-25,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-03-28,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-03-29,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-03-30,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-03-31,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-04-01,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-04-04,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-04-05,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-04-06,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-04-07,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-04-08,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-04-11,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-04-12,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-04-13,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-04-14,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-04-15,0.035211,0.035211,0.035211,0.035211,0.035211,0
2005-04-18,0.035211,0.035587,0.035211,0.035587,0.035587,0
2005-04-19,0.035587,0.036036,0.035587,0.036036,0.036036,0
2005-04-20,0.036036,0.036036,0.036036,0.036036,0.036036,0
2005-04-21,0.036036,0.036036,0.036036,0.036036,0.036036,0
2005-04-22,0.036036,0.036036,0.036036,0.036036,0.036036,0
2005-04-25,0.036036,0.036036,0.036036,0.036036,0.036036,0
2005-04-26,0.036036,0.036036,0.036036,0.036036,0.036036,0
2005-04-27,0.036036,0.036036,0.036036,0.036036,0.036036,0
2005-04-28,0.036036,0.036036,0.036036,0.036036,0.036036,0
2005-04-29,0.036036,0.036036,0.036036,0.036036,0.036036,0
2005-05-02,0.036333,0.036333,0.036036,0.036036,0.036036,0
2005-05-03,0.036036,0.036036,0.036036,0.036036,0.036036,0
2005-05-04,0.036036,0.036036,0.035714,0.035714,0.035714,0
2005-05-05,0.035714,0.035714,0.035714,0.035714,0.035714,0
2005-05-06,0.035714,0.035714,0.035714,0.035714,0.035714,0
2005-05-09,0.035714,0.036697,0.035714,0.035971,0.035971,0
2005-05-10,0.035971,0.035971,0.034602,0.034602,0.034602,0
2005-05-11,0.034602,0.034662,0.034602,0.034662,0.034662,0
2005-05-12,0.034662,0.036364,0.034662,0.036364,0.036364,0
2005-05-13,0.036364,0.036496,0.036364,0.036496,0.036496,0
2005-05-16,0.036496,0.036765,0.036496,0.036765,0.036765,0
2005-05-17,0.036765,0.036765,0.036738,0.036738,0.036738,0
2005-05-18,0.036738,0.036738,0.036697,0.036697,0.036697,0
2005-05-19,0.035971,0.035971,0.035971,0.035971,0.035971,0
2005-05-20,0.035971,0.036630,0.035971,0.036630,0.036630,0
2005-05-23,0.036630,0.036900,0.036630,0.036900,0.036900,0
2005-05-24,0.036900,0.037041,0.036832,0.036832,0.036832,0
2005-05-25,0.036832,0.036832,0.036765,0.036765,0.036765,0
2005-05-26,0.036765,0.036929,0.036765,0.036765,0.036765,0
2005-05-27,0.036751,0.036751,0.036751,0.036751,0.036751,0
2005-05-30,0.036751,0.036751,0.036751,0.036751,0.036751,0
2005-05-31,0.036751,0.036751,0.036751,0.036751,0.036751,0
2005-06-01,0.036751,0.036751,0.036630,0.036630,0.036630,0
2005-06-02,0.036630,0.036697,0.036630,0.036697,0.036697,0
2005-06-03,0.036697,0.036711,0.036364,0.036364,0.036364,0
2005-06-06,0.036364,0.036364,0.036364,0.036364,0.036364,0
2005-06-07,0.036364,0.036364,0.036364,0.036364,0.036364,0
2005-06-08,0.036364,0.036697,0.036364,0.036697,0.036697,0
2005-06-09,0.036697,0.036697,0.036364,0.036364,0.036364,0
2005-06-10,0.036364,0.036364,0.036364,0.036364,0.036364,0
2005-06-13,0.036364,0.036765,0.035971,0.035971,0.035971,0
2005-06-14,0.035971,0.035971,0.034188,0.034188,0.034188,0
2005-06-15,0.034188,0.037037,0.034188,0.037037,0.037037,0
2005-06-16,0.037037,0.037037,0.037037,0.037037,0.037037,0
2005-06-17,0.037037,0.037037,0.037037,0.037037,0.037037,0
2005-06-20,0.037037,0.037037,0.036036,0.036036,0.036036,0
2005-06-21,0.036036,0.036364,0.036036,0.036364,0.036364,0
2005-06-22,0.036364,0.036697,0.036364,0.036697,0.036697,0
2005-06-23,0.036697,0.036697,0.036697,0.036697,0.036697,0
2005-06-24,0.036697,0.036697,0.036697,0.036697,0.036697,0
2005-06-27,0.036697,0.036855,0.035971,0.035971,0.035971,0
2005-06-28,0.035971,0.036913,0.035971,0.036630,0.036630,0
2005-06-29,0.036630,0.036877,0.036630,0.036697,0.036697,0
2005-06-30,0.036697,0.036697,0.036630,0.036630,0.036630,0
2005-07-01,0.036630,0.036630,0.036630,0.036630,0.036630,0
2005-07-04,0.036630,0.036630,0.036630,0.036630,0.036630,0
2005-07-05,0.036630,0.036630,0.036232,0.036232,0.036232,0
2005-07-06,0.036232,0.037037,0.036232,0.037037,0.037037,0
2005-07-07,0.037037,0.037049,0.037037,0.037037,0.037037,0
2005-07-08,0.037037,0.037037,0.036697,0.036697,0.036697,0
2005-07-11,0.036697,0.036697,0.036697,0.036697,0.036697,0
2005-07-12,0.036697,0.036697,0.036697,0.036697,0.036697,0
2005-07-13,0.036697,0.036697,0.036697,0.036697,0.036697,0
2005-07-14,0.036697,0.036765,0.036697,0.036765,0.036765,0
2005-07-15,0.036765,0.036765,0.036765,0.036765,0.036765,0
2005-07-18,0.036765,0.036765,0.036364,0.036364,0.036364,0
2005-07-19,0.036364,0.036364,0.036364,0.036364,0.036364,0
2005-07-20,0.036364,0.036364,0.036364,0.036364,0.036364,0
2005-07-21,0.036364,0.036364,0.036364,0.036364,0.036364,0
2005-07-22,0.036364,0.036364,0.036364,0.036364,0.036364,0
2005-07-25,0.036364,0.036364,0.036364,0.036364,0.036364,0
