Date,Open,High,Low,Close,Adj Close,Volume
2005-06-27,0.339997,0.339997,0.339997,0.339997,0.339997,0
2005-06-28,0.339997,0.339997,0.339997,0.339997,0.339997,0
2005-06-29,0.339997,0.339997,0.339997,0.339997,0.339997,0
2005-06-30,0.339997,0.339997,0.339997,0.339997,0.339997,0
2005-07-01,0.335830,0.335830,0.331961,0.332447,0.332447,0
2005-07-04,0.331312,0.332027,0.330633,0.331137,0.331137,0
2005-07-05,0.330775,0.331972,0.330011,0.331829,0.331829,0
2005-07-06,0.331730,0.332624,0.330940,0.331884,0.331884,0
2005-07-07,0.331895,0.334102,0.331664,0.332513,0.332513,0
2005-07-08,0.332502,0.334325,0.331675,0.334571,0.334571,0
2005-07-11,0.334247,0.338341,0.334247,0.337826,0.337826,0
2005-07-12,0.338101,0.343100,0.337564,0.342524,0.342524,0
2005-07-13,0.342724,0.342947,0.338868,0.338926,0.338926,0
2005-07-14,0.339018,0.339893,0.338490,0.339294,0.339294,0
2005-07-15,0.339202,0.340472,0.337712,0.338146,0.338146,0
2005-07-18,0.337530,0.339963,0.337530,0.338570,0.338570,0
2005-07-19,0.338123,0.338387,0.336236,0.337724,0.337724,0
2005-07-20,0.338009,0.342149,0.337895,0.342009,0.342009,0
2005-07-21,0.341693,0.343100,0.340611,0.341822,0.341822,0
2005-07-22,0.341869,0.343230,0.339605,0.339801,0.339801,0
2005-07-25,0.339409,0.340483,0.339179,0.339766,0.339766,0
2005-07-26,0.339905,0.340287,0.338708,0.339685,0.339685,0
2005-07-27,0.339870,0.343230,0.339041,0.342818,0.342818,0
2005-07-28,0.342959,0.345507,0.342548,0.345066,0.345066,0
2005-07-29,0.345006,0.345853,0.342912,0.344994,0.344994,0
2005-08-01,0.346584,0.350496,0.346584,0.348724,0.348724,0
2005-08-02,0.349211,0.352336,0.348870,0.351161,0.351161,0
2005-08-03,0.350791,0.357884,0.350791,0.357462,0.357462,0
2005-08-04,0.357449,0.360815,0.357207,0.359881,0.359881,0
2005-08-05,0.360205,0.361598,0.358346,0.359389,0.359389,0
2005-08-08,0.358899,0.361899,0.358577,0.360373,0.360373,0
2005-08-09,0.360907,0.362713,0.360503,0.361847,0.361847,0
2005-08-10,0.361742,0.364631,0.360308,0.361180,0.361180,0
2005-08-11,0.361115,0.363095,0.358757,0.360581,0.360581,0
2005-08-12,0.360503,0.361272,0.345961,0.348626,0.348626,0
2005-08-15,0.348991,0.350631,0.345447,0.349211,0.349211,0
2005-08-16,0.349296,0.349406,0.345101,0.346669,0.346669,0
2005-08-17,0.347971,0.348032,0.343619,0.345220,0.345220,0
2005-08-18,0.344210,0.345137,0.341647,0.341647,0.341647,0
2005-08-19,0.343525,0.343525,0.342266,0.342853,0.342853,0
2005-08-22,0.343584,0.348117,0.343194,0.347693,0.347693,0
2005-08-23,0.347996,0.349540,0.346813,0.349540,0.349540,0
2005-08-24,0.349491,0.350902,0.346813,0.350373,0.350373,0
2005-08-25,0.350545,0.352113,0.349491,0.350459,0.350459,0
2005-08-26,0.351099,0.351457,0.347899,0.348262,0.348262,0
2005-08-29,0.349382,0.350226,0.347778,0.347971,0.347971,0
2005-08-30,0.348092,0.348105,0.347258,0.347258,0.347258,0
2005-08-31,0.347802,0.352435,0.347802,0.352113,0.352113,0
